# 本表聲旁及轄字無重覆
# 少量轄字的聲化字的附屬字()標示
# 特殊情況用[]標示
𦥑	⺽䳔閰𦥑
禁	㦗㩒㯲㱈䌝䫴僸凚噤澿禁襟(𡅢)齽𡑲𣋜𣰙𤻎𥋴𥽍𦡞𦽔𨣤𨭺𪇎𪊅
禸	禸
禹	㙑㙖㝢䄔䨞偊楀渪瑀禹竬聥萭蝺踽鄅齲龋𡟥
禺	㥥㬂㷒㼴䚤䦸偶(𠽀𢠉𣼱)喁堣媀寓(䴁𠿄𣛡)嵎庽愚(㦙𦽳)歶湡(蕅)禑禺耦(藕𡂮)腢遇鍝隅(𣿃)顒(𡅑𡿅𥍎)颙髃鰅齵𡺥(𢢄)𤸒𨲖
离	㷰䄜䅻䍠䬜摛樆漓璃瞝离篱縭缡蓠螭褵謧醨魑麶黐𠻗
離	㒧㒿㰚䍦䙰囄攡灕籬蘺離
禼	禼竊
禽	噙擒檎禽蠄𢢬𣍗𤢌𥋼𦡬𨆓
禾	䒩姀柇盉禾訸鉌龢𥞩
和	俰咊和啝惒萂𣷓
禿	䛢痜禿秃鋵鵚𥟉
秀	䅎䞬唀琇秀綉绣莠(璓)蜏誘(𡁹)诱透銹锈𢭆𣒴𣵛𥤃
秉	㨀棅秉𠶏𥡝
秋	㡑㾭䋺䎿䐐䨂䵸偢啾媝愀揪揫楸湫湬煍甃瞅秋秌篍萩蝵踿醔鍫鍬锹鞦鬏鰍鳅鶖鹙𩹤
愁	㵞僽愁矁𠿈𣜷
科	䈖䌀犐科萪蝌
秝	䔉秝
秦	嗪嫀搸榛殝溱獉瑧秦縥臻(㰉)蓁螓轃𡻈
𠂔	㾅䙻姊柹泲秭笫胏趀𠂔
㣎	㣎穆
穌	㢝櫯穌蘇(囌𡚡𥗹)𡚢𢀱
稣	稣
酥	酥
苏	苏
穴	㧒䋉䛎䴳坹岤泬穴茓袕鴥鴪𠱇
穹	䛪䠻焪穹𠶥
空	㲁㸜㾤䅝䆪倥啌埪崆悾控椌涳焢硿空箜羫腔(𨭏𨭒)谾躻鞚鵼𣈞𦁈𧌆
穿	瑏穿𥈹
突	㟮㷝㻠䃐堗揬湥突葖鶟鼵𠸂𣔻𥈳𥯝𦂽𦝬𦢴𧎛𨃍
宊	宊涋
竄	攛竄躥鑹
窜	撺窜蹿镩
立	㕇㕸㡴㱞䏠䢂䬃䲞䶘垃岦(𥺺)柆砬立笠(鷑𡓆𣙫𥼕𩻒)粒(𨅀𩻑)翋苙趇鉝雴颯飒鴗𠙅𢘮𤇥𤖹𥅈𥩰𨀎𨅁𨋢𨚪𩶘𫟷
拉	啦拉菈鞡鿜
泣	泣湆𢯛𦲷𨂖
竟	䔔䭗傹境摬樈滰獍璄竟竸糡鏡镜𡙴
章	㢓傽墇嫜嶂幛彰慞暲樟漳獐璋瘴瞕章蔁蟑遧鄣鏱障騿鱆麞𢕔𩕆
童	㠉㼿䂌䃥䆹䚒䝑䡴䭚䮵䴀僮勭噇墥幢徸憧撞曈朣橦氃潼燑犝獞疃瞳穜童罿膧艟蕫(𢤦)蹱鐘𡈩𦒍𧑆
竞	㜔竞
競	競
誩	誩
竹	䈞竹竺笃筑(篫𣽆){茿}築篒篤(𡄍𡓞𡾬𤒘𥽪𧞶𨯹𩟵𩠸𩽖)
笑	㗛笑𡮜
筆	㻶潷筆𡼸𤏫𤔯𤢇𤺭
笔	滗笔
等	㩐等𠎬𥪸𦅯𨅸
筋	䈥筋
筮	㭀噬澨筮簭遾
算	㔍(䥷)䉵䵵匴算篡篹籑纂(攥)𨰉
節	㘉㦢㸅䗻䲙幯擳櫛瀄癤節蠞𠠑𨙌
节	栉疖节
米	㝥㪰䋛䍘䱊侎冞咪敉洣眯(蔝)米脒詸銤麊麋(攗蘪)𠩕𢘻
迷	㜆㴹瞇蒾謎谜迷醚𡗅𣗌𥷻𦟂𩄲
粟	㔄䌚䥔僳憟潥粟𤢂
粥	粥鬻
粦	㔂䗲䚏䫰亃僯噒嫾嶙憐撛暽橉潾燐獜璘甐疄瞵磷粦粼繗翷膦蹸轔辚遴鄰(𡂰𡓏𢸜)鏻隣驎鱗鳞麟𡑝𢕸𥻘𨊌𬭸𬴊
㷠	㷠䮼
粲	㣓儏殩澯燦璨粲薒𢷂
[⿰歺又]	㛑䝳䱗餐(爘)
[粵]	澚
粤	粤
粵	粵𠟲𧞄
糞	䆏瀵糞
粪	粪
糸	糸
系	係(喺𦵠)系
素	㨞䛾傃嗉塐嫊愫榡溸素縤膆螦𤍊𤠚𥱨𩘣
索	㮦䅴䌇䖛䞽嗦溹索鎍𢱢𥻨𩌈
累	㹎䉂䐯傫嫘摞樏漯瘰磥累縲缧蔂螺鏍镙騾(𩇍)骡𠼱𤍶𦧲
纍	㶟儽欙癳纍纝虆
絕	㔃㔢撧絕蕝𠾼𣾵
绝	绝
[⿱刀巴]	栬絶脃脆𡜆
絲	噝絲蕬鷥
丝	丝咝鸶
緐	㶗䋣緐
綿	㒙嬵檰矊綿緜𢅧𥽔𧓭
绵	绵
[帛]	䃇䛲棉
縣	懸縣
县	县悬
繁	㩯瀪瀿繁蘩
繭	繭襺
茧	茧
缶	㓡㯱寚珤缶缹缻
寶	䴐寶靌𢺔𨰦
宝	宝
网	䋞䒽䰣网蛧𦬣
罔	䃃䱩惘棢焹網罔菵蝄誷輞辋魍龬𣶈
罙	㤾探(𠽄)棎深(𠽉𡪜𪒗)琛罙賝𠶀𧨾
穼	㴱穼
罪	㠑䊫嶵檌罪
罰	罰藅
罚	罚
署	曙濖糬署薯(蠴)鱰𠏲𣞍
罷	㔥䆉䎱䥯擺犤矲罷羆藣襬𠤩𡓁𡳹𢤛𣞻𤳷𤳸𨇑
罢	䎬䙓摆罢罴𠙣𡌣𢅄𣉳𣘓𣡯𣺽𤳄𦃿𩺩
羅	㦬㼈㿚儸囉攞曪欏玀籮(囖)纙羅蘿邏(𡆗)鑼饠鿡𠚢𡤢𤓓𤴏𦍉𦣇𦲿(𡄀)𧟌
罗	㑩啰椤猡箩罗萝逻锣
羈	羈覊
羁	羁
羊	㟄䍩䬺佯劷咩垟庠徉样氧洋烊珜痒眻祥(㬕䔗)絴羊羏羘翔蛘詳详鴹𥒞𦭵
養	㔦䑆䭥懩攁瀁癢礢養鮝鯗鱶鲞𡒶
养	养
羕	㨾樣漾羕𠍵𠓁𡡂𤎔𨄶
恙	㺊䭐恙
姜	姜葁𦎛
羌	㛨㳾唴猐羌蜣錓𠊡𠻁
羋	羋芈蝆
羍	羍
達	㒓㣵㺚㼀㿹䃮噠墶撻(𡃿𤃧)橽澾燵繨薘蟽躂逹達鐽闥韃𡐿𦡯𧞅
美	䓺媄嵄渼美鎂镁𠝫𠸍𡎤𡮔𢱒𣖙𥈢𥖺𥻙𦝺𨷑𨸈
羑	㕗湵羑
羔	㚠㟱䅵䫞榚溔禚窯糕羔蓔餻
窑	窑
義	㕒㠖㩘㬢㼁䉝䕏䣡䧧䰮䲑䴊儀嬟嶬檥燨犠礒羛義艤蟻議轙鸃𠿿𡃛𡅷𢣂𥋟
羲	㙿㰕䂀曦爔犧羲𡾞
义	义仪舣蚁议𭩚
羸	㬯㱻䇔䊨䌱䌴䯁羸臝蠃驘鸁𤅀
羹	羹
羽	䣁䦀䨒栩珝祤羽翵蛡詡诩頨𦭳
翁	㨣㮬㺋䈵䐥䩺䱵傟勜嗡塕嵡慃暡滃瞈翁聬蓊螉鎓鶲鹟𤹗𬭩
翌	翊翌蛡
翏	㬔㺒䚧䢧䰘䵏僇剹勠嘐嫪寥(㵳)嵺廖(𦆲)憀戮摎樛漻(䀊)熮璆疁瘳磟穋繆缪翏膠(㶀廫)蓼蟉謬谬豂賿蹘轇鄝醪鏐镠雡顟飂髎鷚鹨𪤗
習	㗩㠄㦻㿇䌌䐲䒁嶍慴摺槢漝熠磖習褶謵霫飁騽鰼鳛𡏽𦒉
习	习
翕	㒆㩉㬛㯓㽂䁯噏嬆嶖歙潝熻翕翖蹹闟
翟	㒛㪬㺟㿑䊮䌦䢰䴞嚁嬥戳擢曜櫂濯(𥷧)燿矅籊(𢺜)糴糶翟耀(𤓛)藋蠗趯躍鑃鸐𥣞
翠	䕜噿濢璻翠臎
翆	翆
老	㐗㖈㧯㳣䇭䳓佬咾姥峔恅栳狫硓粩老荖蛯銠铑𦒵𦒹𦕳𧻩𨀼
考	㘼㼥拷栲洘烤考耉銬铐鮳鲓𠱼𣑥
者	㗯㥩㨋㸙䎞䐗䘄䡤䬡䰇䰩䵭乽偖啫(𣾻)堵(𧹻)媎屠帾斱暏楮渚(𠤆𠹲𡤊𡪦𢵻𣜾𤁛𥢳𦼥𧸓𩅻)煑煮(㵭)琽瘏睹箸(櫡)緒緖绪翥者褚覩(𣠶𤒠𧺂𧺃𨇛𨇜)觰賭赌赭踷醏鍺锗闍阇陼𠁂𣂃𣗓𤂩𤌄𦩳𨔾
奢	㦋㵔奢奲撦譇𠾏𨶶
耆	䅲嗜愭搘榰耆蓍螧鬐鰭鳍
而	㖇㧫㾍䎟䎠䛔䫱䰭侕峏恧栭洏糥而耏耐聏胹荋袻輀陑髵鮞鲕鴯鸸𡭺
耎	㐡㓴㨎㬉㮕㼲㿵䓴䙇䞂偄堧媆愞渜煗瑌碝稬緛耎腝蝡輭陾餪
耑	㙐㟨㪜㼷䝎䳪䵎偳剬喘圌媏惴揣椯歂湍煓猯瑞端篅耑腨褍諯貒踹輲遄鍴顓颛𧍒
耒	㑍㼍䋘䒹䛶䣂洡筙耒誄诔銇頛𠓩𠱤𡋃𡥤𢙩𢬗𣑳𤈞𤞖𥅦𥑶𥹯𧋆𨀤
耳	㛅䋙䌺䎶䏪䣵佴刵咡恥(𠺨)栮毦洱珥眲耳耻聻衈誀鉺铒餌饵駬髶鵈𣭞𥚅𨌀𨏄
耴	㑙㡇㤴㭯㳧䎎䳖耴聑踂輒辄銸鮿
耶	㖿倻揶椰爺瑘耶鎁𦳃
爷	爷
耷	㿴䐛耷𠸊𡍲𢱕
耿	耿褧
聽	廳(𣡹)聽
聖	檉聖蟶
聚	㔌㵵䝒䠫聚藂鄹驟骤𧓏𨽁
[⿱⿰幺幺丱]	關
聯	㶌㺦壣聨聮聯
关	关联関
聶	㒤㱌㸎䌰䝕䯀囁懾攝(𥸓)欇灄聶襵讘躡鑷顳𡆄𡓳𣀳
聂	䯅嗫慑摄滠聂蹑镊颞
聿	㖀㡽䋖䢖䮇侓冿垏峍律(嵂箻葎𠷈𢖀𣹕𦂻)硉聿肁茟銉𢫫𣑵𤈠𦛌𧊐𧙻𨀞
肅	㔅㩋㪩㬘䃤䊥䎘䐹嘯彇橚歗潚熽璛簫(𤄙)繍繡肅蕭(櫹瀟蠨𤑳𦢩)蟰鏽驌鱐鷫
肃	㴋啸箫肃萧(潇蟏)骕鹔
粛	䔥嘨簘粛
肇	肁肇肈
肉	䐓䶺朒肉脜𠒯
肯	啃掯肯褃錹𣔨𥺾𬒔
肖	㲖㲵䇌䏴䘯䨭䴛俏削(䌃揱箾萷鞩𠸑𦂗)哨(𪄨)娋宵峭(㴥)帩弰悄捎(䈰)旓梢(䈾䔠)消焇痟睄矟硝稍(潲蕱𠿀𥳓)筲(𠿫𢶠𥋘)綃绡肖艄莦蛸誚诮趙(𡁻)踃輎逍銷销陗霄鞘韒颵髾魈鮹𪁎
赵	赵
[寸]	䖞疛紂(䈙葤)纣(荮)肘討讨酎
肙	㘣㾓䅌䣺䧎䬼剈埍娟弲悁捐梋涓(𠅻)焆狷琄瓹睊絹(㯞羂)绢罥肙蜎裐鋗鞙駽鵑鹃𫓶𫦪
䏍	㳙㻆䏍䳌姢
肩	䑷掮猏肩菺顅鵳
肰	肰
育	㛩㥔䋭䘻俼唷堉棛毓淯焴育艈蘛蜟逳錥𢯡𣨧𤟂𦱀𨂔𨌯
肴	㮁倄崤殽淆肴誵郩餚𠴳
胃	㙕㥜䁌䬑喟媦彙彚渭煟猬稩緭胃蝟謂谓𢯮𣖜
背	㔨䋳偝揹背褙鄁
胡	㗅㾰䠒䩴䭌媩楜湖煳猢瑚箶糊胡葫蝴衚醐鍸餬鬍鰗鶘鶦鹕𧛞
胤	湚胤酳𠸕𧎠
胥	㥠䈝䱬偦壻婿揟楈湑稰糈縃胥蝑諝谞醑𤟠𧩑
能	㑷㨢䘅態熋能螚褦𠹌𢟒𨶙
脅	㙝嗋愶搚熁脅脇
胁	胁
脊	塉嵴瘠脊膌蹐鶺鹡
膚	膚
臣	䛗䢻嚚挋臣茞頣
臤	㹂䁂䵖堅(䃘䌑䵛慳摼樫熞鏗鰹𡐖𥉸𦸃𪅤)婜掔硻緊(𡁵𦤱)腎臤菣蜸賢(㘋䉯礥臔藖鑦𡮷𡮺𢤞)贒鋻
[⿰〢又]	䝨(𠍦)坚(㭴悭铿鲣)紧肾贤
臥	卧臥
臦	煛燛臦臩
臧	㵴臧贓
蔵	臓蔵
藏	㶓欌臟藏贜鑶
臨	瀶臨𡄦
临	临
自	垍洎自臮詯郋𡜍
臬	㓷㙞㴪寱嵲甈臬臲鎳镍闑𫔶
臭	㱗䠗嗅搝殠溴糗臭螑齅𡏣𨻬
臱	㝰䟍䡻䫵䰓櫋矏臱邊(籩)
边	笾边𤶒
至	䇪䘭䬹䶍侄咥垤姪峌庢恎挃晊桎(𣉴)洷痓眰祬秷窒(㗧䏄潌膣螲)絰绖耋胵至荎蛭跮輊轾郅銍铚駤鵄𤈜(𩺧)𩒐𩶪
致	㨖㮹㴛䞃䦯緻致𠊷𡍶𦳙
臺	㘆儓嬯懛擡檯籉臺薹𤢬
㙜	㙜㙵㸀
䑓	㒗䑓
臼	䊆䳎䳔桕臼舅(𡀭)舊(匶欍)齨
旧	旧𡳵𡳶𦼨
臽	㡊㷺䐄䘓䧟䱤䶟啗埳惂掐欿淊焰(𡓢𧀜)燄窞(𢶺𣛱𥋺)臽萏蜭諂谄輡錎陷(𠽏𢶽𥊥𨄽)餡馅鵮鹐𥛗
臾	㔱㥚㳛庾惥斔斞楰瘐腴臾萸諛谀
臿	㛼㞚㢎㮑㰱㴙䅤䙄䛽䮢偛喢挿插(𠿂)敮歃牐臿鍤锸𣖄𤊿𤿪𥀈𦝥
舀	䈱䤾䵚塪嫍幍慆搯槄滔(𨭡)瑫稻縚舀謟蹈轁鞱韜韬饀𥉰𩥅
舁	舁
舂	㦼䄝䚎憃摏樁舂蹖𠽅𢠅
舄	㕐(㵼)䉣寫(䥱瀉(𡄽)藛)潟澙獡磶舄蕮
写	䥾写泻
與	㒜㠘㦛㵰㺞䑂嬩嶼懙擧(㩮欅)旟(㶛)歟璵礖礜穥籅舆與藇譽輿轝鱮鸒𠁹𡁎𡒊𢷣𤑉
舉	㐦攑櫸舉襷𡤒𤰁𨷯𨷶
[兴]	誉
举	举榉𫽥
挙	挙﨔
興	䕟嬹臖興
兴	兴
舌	䏦䞌憩絬舌𧵳
舍	倽啥捨涻猞舍舒騇鵨𨛭
舛	舛荈
舜	䢬䴄僢橓瞬舜蕣
舟	㭧䎇侜洀烐珘矪舟貈輈辀郍鵃鸼
般	㮽䃑䈲䰉媻幋搫搬槃瘢盤(䃲䰔瀊𡂑)磐縏般蒰螌褩鎜鞶𩺪
盘	盘
艮	㡾㸧䦘䫀䬶哏垠垦峎很(䓳)恨恳拫根(𦶠)泿狠珢痕眼(𠽗𡙵𣙧𣼹𨢻)硍艮艰艱茛蛝裉詪豤貇(墾懇(𡄩)𠿵𢢽)跟銀(檭𪇩)银限(䈨)鞎齦龈𠦯𥐇𥐉𬣳
良	㝗㟍㢃㫰㱢㾗䀶䆡䍚䡙䯖俍剆勆哴埌娘崀悢斏朖桹欴浪(蒗𠺘𡻔𨃹)烺狼(𦵧)琅硠稂筤粮艆良莨蜋誏踉躴酿鋃锒閬(䕞)阆駺鿶𢭗𧚅𩷕
朗	㙟㮾塱朗樃蓢𠓇𠻴𡂯𢀬𢠯𣼽𤅉𤎜𤨡𦄺𨅉𩅜𩡜
郎	㾿䱶啷嫏廊榔瑯蓈螂郎鎯鿥𢀨𢲲𦗏𨄂𨖅
色	色赩銫铯𪁅
艸	艸
芻	㑳㗙㥮㮲㱀䅳䐢䑼䪮媰搊煼犓皺篘縐芻蒭(𡁿)謅趨(𢹤)鄒雛騶鶵齺𡙦𡦅𣉵𧎷𨎆𩺥𪄞
刍	㑇㛀㤘䋓刍皱绉诌趋邹雏驺
苗	㑤䅦喵媌庿描渵猫瞄緢苗貓錨锚鶓鹋𦏒
若	䖃䤀偌喏婼惹(㘃)掿楉渃(𢢉)睰箬若蠚諾诺蹃逽鄀鍩锘鰙𢜪
英	㡕㢍㲟䁐䊔䚆䣐䦫䭊偀媖愥暎朠楧渶煐瑛碤緓绬英蝧鍈锳霙韺鶧鿦𠸄𡎘
茍	茍
茸	㲨䠜䤊䩸傇媶搑榵穁縙茸
䇯	䇯
茻	茻
荅	㜓㟷䌋剳匒嗒塔搭榙溚瘩荅褡鎝鞳𥉌𦖿𨱏
答	㗳㙮㯚㲮劄撘答譗𤏧𤺥𥰊𨅞
莫	㱳㵹㷬䮬募嗼塻墓嫫寞幕(冪濗)幙慔慕摸摹(𤑮)暮暯模(𡃗𤂨𥀳)氁漠獏瘼瞙糢縸羃膜莫蓦蟆蟇謨(𢺀𥷺𧄲𩇅)謩谟貘鄚鏌镆饃馍驀鬕𢨃𧷸
莽	㟿㬒䁳䒎䥈漭莽蟒蠎𠻵𢳠𣙷𥕊
菐	㲫㹒䑑䗱䧤䪁䴆僕(㙸㯷濮纀襥𡂈𨆯)噗墣幞撲(𡃒𤾷𦢟)樸(𡃾)獛璞瞨穙菐襆贌蹼轐醭鏷镤𣾴𦄾
華	㠏㦊䅿䔢嘩嬅崋撶樺澕華譁鏵鞾韡驊鷨𦠜
华	㟆华哗桦铧骅
萈	萈
寬	寬臗鑧髖𡂷𣟂𦪻
宽	宽髋
萬	䘍䜕勱噧澫燤癘萬蠆(囆爡)蠇贎邁𢶯𣜜𤢥𦽳𨆣𨭬
著	㒂䦃墸擆著躇鐯𤀞𤏸𤻔
着	撯着𤏲
葬	塟葬髒
蒐	蒐
蒙	㠓㩚䑃䙩䤓䰒䴌䵆幪懞曚朦檬氋濛獴(𧃶)矇礞艨蒙蠓靀饛鸏鹲𠖨𡁏𡒯𡮹𤔽𤔾𤘁𤮠𥵿𦆟𧅭𨮵
蒦	㠛㦜㬦䕶䨥䨼䪝劐嚄嬳彟彠擭(䉟)檴濩獲瓁矆矱穫籆耯臒艧蒦蠖護鑊(𡆇)镬雘韄頀鱯鳠鸌鹱𧞤
获	获
蔑	㒝㩢䁾䌩䘊䩏䯦幭懱櫗瀎礣篾蔑薎蠛衊襪鑖韈韤鱴𡃙𣋻𤻻𩆪𪇴
蔡	䌨攃櫒礤蔡
薦	䍎瀳薦韉
虍	虍虡(簴)
雐	雐
虎	䗂䝞䰧俿唬椃淲琥箎萀虎諕錿鯱𢜜𧇍
虧	虧𢣧𣌉𧃷𩆾
虐	㖸瘧虐謔谑𥈴𦞐
疟	疟
虒	㔸㡗㥴㴲㾷䖙䚦䞾䫢䴘䶵傂嗁搋榹歋(擨)磃禠篪虒螔褫謕蹏遞鷈鷉鼶
虔	㓺㗔㨜䖍榩虔鰬𥱲𧤥𨪝
處	㨿處𠽁
䖏	㩀䖏
処	処拠
处	处
虖	㙤㦆㯉㻯嘑嫭摢歑滹罅(嚹)虖謼鏬(𡅈)
虘	㜘㢒㪥䁦䠡䣜䶥摣樝皻蔖虘覰謯齇𪓐
[虛]	㠊墟憈歔覷譃驉魖鱋𥲤𨼋[戱](㩬)
虛	噓戱虗虛
虚	嘘戯虚觑
虜	㢚㯭䲐擄艣虜鐪
虏	掳虏
虫	䂈䖝䳋痋虫蜼融(曧瀜)螎蟲赨鉵𣑺𧙽
虺	䖶虺豗
㕚	㕚
蚤	㲧慅搔溞瑵瘙糔蚤颾騷骚鰠鳋鼜𠋺𦃐
蚩	㺈䧝䩶嗤媸滍蚩𤠷
蜀	㒔㯮㻿䟉䪅䫳䮷劅噣擉斀斣斶歜濁(𢹅)燭獨(𤣡)臅薥蜀蠋襡觸躅(䕽)鐲镯韣髑鸀
[虫]	浊烛独触
蠱	蠱
蛊	蛊
血	䆝䒸䘏䦗侐卹恤桖欰殈洫(𠸡)烅血裇賉𠲣
行	㤚䀪䚘䯒䰢哘垳桁洐(䓷)烆珩筕絎绗胻荇行衡(蘅)裄鴴鵆鸻𣆯
衍	愆椼葕衍餰
衛	㦣衛讆躗𡓎
衞	衞讏躛
卫	卫
衣	㕈㛄㳖䒾䧇依(㥋𠵱𤷴𦲤)哀庡扆畩衣銥铱餏饻𠲖𣐿𥑴
表	㧼䁃䱪俵婊脿表裱諘錶𠶓𣍅𣷴𤷶𧶫𩤕𩩩
衰	㲤䙑榱滖簑縗缞蓑衰
袁	㝨㨬園(薗𡑰)媴榬溒猿瞏袁褤轅辕逺遠(薳)鎱
裔	㵝䕍裔
褭	㒟㜵㠡䃵褭𣟊
裊	䙚嬝裊𡀮𡑩𢶑𦆚
袅	袅
褱	㜳䃶壞(蘾)懷(蘹𡅬)櫰瀤瓌耲褱
襄	䉴䑋儴勷嚷壤孃忀懹攘曩(㶞𡔒𣌝𣎦𣡤𤓢𥘀𥸒𦣙𨤼𨰴𩟻)欀瀼爙獽瓖瓤禳穰纕蘘蠰襄讓躟釀(䖆)鑲镶饟驤骧鬤𬙋
囊	㚂儾囊囔攮欜灢饢馕𦣘
㐮	㐮壌嬢穣譲醸齉
襾	襾
西	䄽䇴価哂徆恓拪晒(嗮)栖毢氥洒(𢱛𦵜)牺硒粞絤舾茜西跴閪𡧳𢬣𤞏𤶈𨠴
要	㙘㫏㴗䁏䌁䙅䳩偠喓婹崾楆腰葽要闄騕𢞅𢰳
覃	㜤㽑䊤䐺䚓嘾墰憛撢曋橝潭(䨵藫)燂瞫磹禫簟(㶘)罈蕈蟫覃譚谭贉醰鐔镡驔鱏鷣𦅰𫣗
見	䅐䏹䙽䧋䨘䩤俔哯垷娊峴悓挸晛梘涀現(𠻷)睍硯筧粯絸莧蜆見覎視覤誢鋧靦麲𠄺𡫨𤶻𧢟𨁍
见	伣岘枧现砚笕舰苋蚬见觃𪾢𬀪
規	䲅嫢摫槻槼瞡窺規闚鬹
规	椝窥规鬶
覓	㯒䌐䮭漞覓覛𠼽
覔	覔𢴓𨅂
觅	觅
親	䞋儭嚫寴櫬瀙藽襯親𡤅
亲	亲媇新榇
角	䇶唃埆崅捔桷确角𩷛
解	㙰㿍䉏䲒嶰廨懈檞澥獬繲薢蟹蠏解邂𢶷𧞊
言	㢇䂴䇾䓂䴦唁圁娮狺琂言訔(𠻂𤍉)訚誾這(𥳅)𤉘𤯆
这	这
訇	揈渹訇輷鍧
設	蔎設
设	设
詹	㙴䃫䄡䟋䠨䦲䪜儋噡嶦幨憺擔曕檐澹甔癚瞻簷(𡅨)聸膽舚薝蟾襜詹譫谵贍赡韂黵𣠳
諸	㶆䃴䊰儲櫧藷蠩諸𠤌𣌆𣠖
诸	储槠诸
[⿱必皿]	㴵䤉榓謐谧
谷	㭲䀰䎥䘱俗(𠸘)唂峪欲(慾螸)浴焀裕谷輍鋊鵒鹆𠗖𣃺𣍂𥙿𧣳𪁴
豆	㐙㛒㜐㢄㤱㪷㰯䄈䇺䛠䜳䜴䱏侸剅哣梪毭浢痘短脰荳(𠻼)裋豆逗郖鋀頭(䕱)餖饾𢭃𨁋
竖	竖
豎	㷂竪(㒘)豎
头	头
豈	㨟㱯䁗䅱䐩䔇䠽䭓䱺䶣凒凱剴塏嵦愷敱敳暟榿溰獃(𠏥)皚磑螘覬豈鎧闓隑顗颽𠹛𤠲𩥉
岂	凯剀垲岂恺桤皑硙觊铠闿𫖮𬮿
呆	呆
豊	䌡䪆澧禮(𡅏𡓾𡤠𢹿𣠲𧕬)豊軆鄷醴體(𥸠)鱧鳢𧬹
体	体𥮋𧡊
豐	㒥㠦寷灃蘴豐酆靊麷
[豊]	䵄僼霻
豕	嶳豕
豖	㙇㞘㧻䐁䦠冢(塚)剢啄椓涿琢瘃硺諑诼豖𢽚𨧧
豙	豙顡
毅	䉨毅藙𡃀
豚	豚遯
象	䴂像勨嶑橡潒蟓襐象鐌鱌
豦	㯫㷾䆽䟊劇(㘌𥗌)勮噱壉懅據澽璩臄豦躆遽(籧蘧)醵鐻
豬	櫫瀦藸豬𣌁𣌂𣠕
猪	橥潴猪蕏𧒇
豸	絼豸𠉠𢚵𢭺𤉒𧼋𧼌
貝	㛝㸽䟺䢙䩀唄垻孭敗(贁𡏯)梖(𦹶)浿狽珼蛽貝鋇鵙𢭲𣇜𥺎𦁀𧸒𧸻𪔡
贝	呗坝狈贝败钡𬇙
貞	䡠偵媜寊幀揁楨湞碵禎緽貞赬遉鍞鼑𠸩𡎞𣦓𤦹𥢅𥢆𨜓𩹰
贞	侦帧桢浈祯贞赪𰌂
負	偩媍萯蝜負𢰺
负	㭥负
貢	䔈嗊幊愩慐摃槓熕碽篢貢贑𠗸𢩛𣹟𤗤𤳢𥈿𥨨𧜙𨫋𨶛𪄌
贡	䂵唝贡𬕂
貪	㵅僋嗿貪𦤰𦹳
贪	贪
貫	䗰慣摜樌瑻罆謴貫躀遦鏆𤎽𥖏𦄻
贯	惯掼贯
責	㣱㥽㱴㺓䚍䟄䥊䶦債勣嘖嫧幘樍歵漬皟瞔磧積(廭癪𧂐)簀績耫蔶襀謮責賾赜蹟鰿𦟜𧐐𪄸
责	债啧帻渍碛箦绩责赜𪟝𫌀
貴	㚍㿉䙡䜋䠿䫭䯣䰎僓嘳圚墤嬇尵憒撌樻殨潰璝瞶簣繢聵膭蕢貴蹪鐀闠隤(濻藬)靧鞼饋
匱	㙺䕚匱櫃籄鑎𢷴
遺	䑊䪋壝瀢讉遺𨯯
頹	㿗瀩穨蘈頹𣟩𦢶𧔾𨯸
頺	頺𠐬𡾫𢹉𤒟
贵	㱮䅪䙌䣒匮愦溃瞆篑缋聩蒉贵阓馈𬯎
遗	遗
颓	颓
買	㜥㵋䁲䚑嘪簤蕒買賣鷶𠃅(𡣧)𡤓𡤔𡮨𡮳𢵯𣛠𨊋𩴬
买	买卖荬
費	㩌㵒䊧曊費鄪鐨靅
费	费镄
賁	㱵㿎䒈䩿䴅僨噴(𡅊𤂫)墳幩憤橨歕濆燌獖羵翸膹蕡蟦豶賁轒鐼隫饙馩鱝黂
贲	偾喷愤豮贲鲼𣸣
賈	價檟賈𠿪
贾	槚贾
賊	蠈賊鱡
贼	贼
賏	䴍甖罌譻賏鑍鸎
[⿰贝贝]	罂
賓	㡦㯽䎙䚔䧬䨈儐嬪擯檳殯濱濵獱璸矉礗穦繽臏薲蠙賓賔鑌顮馪驞髕鬢𡒨𡣑
質	㜱㩫䑇䜠儨劕懫櫍瓆礩筫貭質躓鑕𡂒𡒻𡦫𤢽𧓳𨐿
质	质踬锧𬃊
賴	㸊䄤䠭䲚嬾懶攋櫴瀨瀬獺瓎癩籟藾襰賴𡃤𡚚𢀲𢁑𣡙𣡚𦧺
赖	懒濑獭癞籁赖
贊	㜺㦫䂎䡽䰖儹劗囋巑攢欑灒瓚礸禶穳籫纘臢襸讚贊趲躦酇鑽饡𢑊𤓎
賛	㠝㸇䟎儧攅櫕濽瓉纉讃(𥸝)賛鄼鑚𨘧
赞	攒瓒缵臜赞趱躜酂𪷽
贛	㔶㯯䀍䤗戅戇灨竷贛
赣	戆赣
赤	㤸䓇䚂䞰䤲䦝䬉哧捇浾焃硳赤赥赦(螫)郝𦀗𧹦𨁯
赫	㬨嚇懗爀赫
走	唗走鯐
陡	陡
足	㹱䇍䎌䛤䟽促哫娖捉浞珿莡趗足踀鋜齪龊
